a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s
6219.4313505,20970.7556904,3046.26790544,1472.53408723,-6291.37484105,-1582.13663091,3867.07901159,-8320.95169022,-8246.04926365,3419.66838926,5251.19977544,-4922.22013641,high_expectations_asian_father,-4515.13017319,7117.68807278,-2909.27005912,1616.61360665,-3654.62728085,-620.038394039,3850.53502238
-3647.83628245,11227.235945,-2523.59439658,-0.0252355482402,-3153.34867644,1157.91655907,-3686.3392693,-1673.01357493,1488.70757451,-3968.30271588,-5704.06920422,-5399.99844327,confession_bear,-306.455162972,-3229.06885496,4621.06301204,6289.57353424,-2300.81116378,802.932512763,-683.348166592
-10976.3296194,1747.26642108,-3264.2293754,-8977.58615345,9312.11297632,-8693.73238184,-7097.03140508,-7116.47832596,3471.95415241,-5690.91211504,9198.81282167,-5371.52970814,sheltered_college_freshman,-1810.58362695,-1056.50599268,3240.90065901,-1140.18469713,1326.41889208,48.5373301101,1624.50033049
-5995.77819992,8848.70901438,879.341373854,-3693.05261659,-2646.41248879,245.302776855,-5090.88152567,-1447.78840781,758.835339167,722.256815838,-9809.85029662,-5487.45594413,confession_bear,-4216.61788206,-3510.13354475,685.882661198,8304.60343291,-40.2990031345,-752.390230693,-4064.27776087
10742.9980634,-16772.1969287,4946.40368482,-3393.39488667,-6517.916058,-537.244378244,-8614.84912858,-1801.78427943,1893.17722509,13718.4797055,-3487.39455394,-379.105490636,lazy_college_senior,-1101.77738549,-4884.02257416,-2662.36402608,-1064.16704792,-1080.5989879,-4248.97619095,2288.06325204
1230.70009078,15923.5414917,3550.32550932,-1197.02851932,-3969.3484065,2234.84408012,-637.293172777,-5581.18510956,-7429.88802188,6955.44302691,1942.28293108,-2807.12622773,high_expectations_asian_father,-9464.85303188,7441.95964119,-1948.97075871,5463.42452304,-459.531502499,-2737.68328376,3474.44204158
30505.8413161,-2962.69711851,-5152.40895687,4917.84499201,9345.87126248,6557.55298915,-3931.2648367,3360.6592629,-4348.96244803,-1248.93346436,291.560698297,5478.26370754,unpopular_opinion_puffin,-3745.22919326,-2072.93360955,5329.6095142,641.453384836,4981.94146254,416.169143372,4023.965662
16145.9102387,456.638301227,-14618.8870801,6523.7299826,-5964.53334563,-16547.9355168,3529.62288257,17121.9281264,-677.956627139,-2745.04437424,217.854775334,-3975.55667885,paranoid_parrot,-1206.00321223,-340.794969494,-2044.82542364,-4228.59156164,2562.16482671,2070.19074235,-386.936305864
10672.6315565,18081.083925,7079.42134964,-2032.47389377,-4477.30261657,-3079.35854771,-734.373918496,-4635.23602304,1566.49517858,5374.98363061,3705.58747021,2146.06844366,bad_luck_brian,1948.47200599,3494.0587028,-1579.31392179,-5425.3892652,-6029.06795959,1302.72683947,-1974.94351611
-18739.395842,-9112.83271414,-9383.91671453,18978.814797,2507.74164524,-3175.80797113,10838.5000571,-10634.3326724,3557.69650877,2778.38797415,-2373.10860016,1373.6677708,advice_god,-2929.31350914,422.96205177,2564.75376215,-351.725211915,-419.410942559,-65.6750663352,-1778.20836799
-3365.54045572,13182.8231395,3161.10847953,-8703.79160777,12662.2973815,-6742.72235093,4064.06818132,1403.26542891,3733.89334286,-2821.84048006,-4583.6707704,9694.68929444,bad_luck_brian,171.947204757,-27.5755714242,-5189.53463079,831.96042221,790.604837676,302.328713969,2810.79183775
-18255.4359713,-11238.6750854,-596.457003227,-1499.46845456,33.9268943122,3046.73801504,-2075.04812482,3847.38485595,-1707.7404369,-517.831543216,1188.83780537,-1679.38881449,minor_mistake_marvin,-2331.02668481,-1141.9427382,-3793.41660609,2445.80605815,975.548233944,8174.15118876,7201.05004801
-12260.2745744,-35.3911605088,-2518.50270962,-8964.4798979,8703.71027361,-6971.08416601,-7260.17371785,-4965.84014861,1323.66164357,-4965.97363082,9733.96042781,-1111.94356086,sheltered_college_freshman,-3171.92753751,-1513.05218521,3233.10677668,-1029.88432619,287.07841222,2436.78623829,-1659.4967004
-18783.1603559,-12617.0384724,455.989580887,-1611.4000274,-462.286356319,3676.66163327,-2289.25716389,4713.11341008,-3067.64002362,-1506.03106442,2188.070342,1029.49167453,minor_mistake_marvin,-3158.47857248,-2077.46129913,-4787.13804088,2160.261787,-296.45304676,5588.80751086,6470.70227142
-2190.95709242,15275.7309583,4493.51730134,-9246.88264022,9082.36608982,-8197.25625959,3443.75570955,-917.481309648,6497.4504643,3919.36524135,-5654.15977205,7268.68383424,bad_luck_brian,-1438.13275517,1534.59699147,-4662.40087826,2372.76475984,162.529336757,-784.535024227,602.518790966
15821.4405524,-12815.4027016,5596.88137426,-5943.77657219,-8036.06038485,-3469.90075904,-7402.13359482,-6808.52931762,6186.8166086,15034.5076221,-7372.457357,215.551809057,lazy_college_senior,2599.05530458,-3411.16275201,673.631519037,-1868.58090325,6069.09289692,-6468.23479477,7812.4856879
-4171.34782442,8193.48618505,27739.344554,13254.153523,1683.85681688,-658.020552991,-1754.83830348,4993.21636429,2320.49652696,-310.394540462,738.202218787,-1796.86457475,socially_awkward_penguin,1585.81829301,-1699.65697935,1294.3366829,-3176.80132095,495.498496126,333.321901855,324.081830461
210.121172664,12507.1520585,-6016.26261634,-987.942968711,-4352.39765433,2116.52854808,-3167.22534541,-567.644503845,-2330.81941677,-381.589315283,-2975.60682649,4729.22685387,good_guy_greg,5420.20911452,-1872.70412783,7073.45305238,-6610.85521563,-1211.18284732,2196.13415169,2906.97884975
7830.50134856,20722.0244696,2727.14393387,1306.6935556,-7145.39672538,890.753649726,4120.76491464,-7837.44090794,-7150.23276209,3372.15497739,4786.0331172,-4298.06222557,high_expectations_asian_father,-5179.1934873,9653.79494801,-782.269778805,653.786257984,-6193.19098925,-964.546250171,6353.26283465
-9151.91974553,-2317.61826781,-3006.63055978,2784.85088662,-8555.63797429,-4190.24557896,-7518.69414156,-4168.56799233,-2808.20321409,-345.108248336,6448.33271505,4681.3158238,religion_pigeon,14568.6488457,5302.39719204,792.849037599,9945.39871132,2358.17987476,-3400.4098821,-1089.76388087
-10444.9697927,-4122.91978883,-4242.76445385,-3995.68650328,646.399240853,-3441.49994481,-1680.30351926,-56.9866669598,4350.29822015,8742.49001198,-2259.47934041,-3861.58868108,overly_attached_girlfriend,1030.55237989,9446.81985092,5985.24189795,-850.797346388,9659.0806168,9107.98862187,1362.56280926
-14197.2581222,-3574.50401043,-2109.42501198,1729.54143328,-1126.15536127,1656.97359277,-882.58092217,1492.26430786,4342.84881406,-239.873196038,1794.64973799,2093.07752479,overly_attached_girlfriend,954.690153533,671.410568644,914.227800443,1481.23043965,705.136525792,6329.06508959,7608.88851106
-18446.1063149,-13127.9777245,2889.93447584,-4474.2185885,-1654.02911105,2029.8531925,-2990.96364633,1188.8183374,-5978.17171878,-7043.31434178,-7646.11685085,-59.8377306022,first_day_on_the_internet_kid,-1101.7659584,5642.43134789,-1862.19439962,-5103.64263134,1112.8517148,-5965.34615032,-341.053637619
32244.5896451,-4672.86906804,-1454.59022208,3592.26291679,6314.00231484,117.587418136,-1549.53604171,-5546.43560406,-2033.54872965,-1933.94313597,-1508.77104794,-6448.33958961,bad_joke_eel,6154.52237412,-2950.1109057,-4165.63262209,-369.64282104,2112.48152529,-1040.90103364,1383.27009031
-3993.76179885,7880.41752082,-7382.13234325,343.077012467,-6095.04350314,16327.5322856,27.8678123908,1810.41670895,13735.1588647,-6928.04546789,6242.57489202,156.514611557,business_cat,-1268.98280783,928.85548095,-5759.7229175,225.279328086,-1909.84924595,-2667.71435565,-1285.24077659
