a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t,u
-3027.23918441,10361.2023057,481.77780779,-2343.53894235,-3861.22891195,6451.8044825,3117.97392032,1775.95454352,-6950.5396609,3095.19379463,1422.20911459,1613.44173783,philosoraptor,-1904.72668108,-5159.12431334,-604.18082219,-2212.89310193,6678.60650383,382.071061968,-7277.04182374,-2934.50665585,-3403.91684945
22614.48643,-18826.1573892,10163.0827938,-13132.3925293,-7795.29223249,-2454.77873449,14842.4004491,-1099.08270275,3110.19329362,-5133.04182486,3234.55787837,-290.108414849,sudden_clarity_clarence,1546.21055223,145.53074896,4774.3574342,2000.17198316,-3776.71701788,-489.244038444,80.0833604526,147.81631788,2430.3060447
-973.295482236,12202.6999659,4446.89487288,-1341.1035271,-3294.40220543,-1897.52959711,1044.50435115,-5254.86038513,-6252.29349248,2968.0536895,2559.8489428,-1784.7847119,high_expectations_asian_father,-7789.7798188,4690.51094667,-6389.29757079,6390.53475312,-2525.07998418,259.108747475,-2216.51855666,3284.02206373,-632.107961265
10626.1710129,-4568.07630426,25730.7205577,11801.3524282,9281.57473458,6718.19083334,-2956.363254,-1560.91501667,2667.16160127,-36.7279815201,-1316.02045986,-1503.5938126,socially_awkward_penguin,187.280068809,106.31920214,3718.45778085,508.025569265,1644.71244029,297.839086246,1585.66962881,3848.46263242,-3292.61882726
35694.9195859,-2767.61236913,-3146.81411232,4754.7049621,8600.12577407,-1069.76680837,-974.719719067,-6700.27089605,-1747.79543836,-3383.0471102,-1715.71114236,-6626.7649996,bad_joke_eel,9013.86202239,25.6370644356,-5583.39033195,-1758.56165507,-1370.18232261,877.662737324,-1978.22763325,1609.14158794,-3333.59922788
-3884.9787738,14424.5572706,2715.08551524,-7372.113133,10031.614321,-6379.65150027,278.610812898,-1021.48525444,6122.35429489,230.316845251,-4704.25892902,5396.7555111,bad_luck_brian,-2493.4007307,1670.93332646,-2518.88076316,2952.58832751,3656.52788579,-2406.6733568,4780.98133527,2433.90452106,-843.667487404
-12274.3996824,-233.077355381,-2291.15204034,-9528.57279261,8509.09621364,-6888.32910294,-6870.77451819,-5400.92442898,1847.40898011,-5711.33749301,9745.13216343,-1529.46524522,sheltered_college_freshman,-2986.59521872,-2108.3464887,3441.58315137,-1764.81692487,437.924283435,2492.56869617,-1645.45226345,-3775.78575249,429.286041577
-18803.7026136,-13272.601375,2944.11431702,-4679.64048123,-2265.30209814,2795.67002371,-3165.01975031,1655.21246007,-6143.51035842,-7494.92856977,-7720.29692677,759.193514648,first_day_on_the_internet_kid,-2197.4320082,6389.01355455,-631.611631124,-4434.82160383,323.619597835,-5721.25562882,-482.068269761,-647.329535247,-193.220194298
-7113.54356438,5261.53247136,25785.0751193,9491.46996547,2767.43253992,-2572.85433293,293.498057133,4732.96082631,3798.88120792,2169.1578089,-463.378491615,-174.70981816,socially_awkward_penguin,-1661.43775612,-891.621328194,-988.269039637,278.420487949,-221.661895229,-2159.20568095,-1885.46186447,2706.18179024,-1194.15359439
-19216.5761365,-11253.6967254,-7963.63870838,16084.806384,1528.60848796,-1977.22968446,7459.53150907,-7662.56264057,770.420614227,1717.72267876,-1112.08284222,3257.86166054,advice_god,-1406.10058026,-3180.83502241,-339.568309669,-1061.15255032,1142.11591414,-344.177614488,-66.163098003,-1919.98027294,2334.8121945
31846.8070955,-9097.31477873,-1654.0098871,4487.36209399,7102.67866441,3072.71285801,-1510.12576092,-2651.05946084,-4571.75457121,-5894.97590859,1728.77687514,-4984.35614299,bad_joke_eel,4373.29432643,-4390.38873373,-3285.03317111,-1250.50391195,979.238565851,-1710.74172918,2151.55977842,3238.63178523,-7578.12976138
-11685.6280592,837.334426745,-2574.27659016,-8634.24493023,8717.25494113,-9155.00241563,-7933.18380972,-7566.92173319,3879.5838862,-4699.88872135,9221.61385678,-5695.48557802,sheltered_college_freshman,-3346.91998934,-1110.86405274,3228.39742875,-1891.69116912,975.034902042,337.670841182,-994.89213439,-582.681696014,300.312147554
-11348.0553681,1408.60679908,-3087.47996226,-9011.56774537,9244.13559157,-9105.6753354,-7989.36890676,-8034.34988228,4096.58369348,-4167.09393035,9728.81895014,-6285.87006044,sheltered_college_freshman,-3437.66317165,-731.399755449,3686.87883446,-1675.57413604,1354.98919068,858.102664512,-1297.40807618,-282.444185417,996.308336136
15680.2837906,666.843041215,-13347.5548993,7312.0838945,-7856.76205188,-16522.9018372,1049.76079225,15671.3432655,4018.49624176,-1859.71929764,259.489791652,-4424.03767261,paranoid_parrot,-4108.68035242,3548.39361475,84.5161552992,-547.415950708,-2769.65728291,-141.584561028,-2602.27060649,-5427.41981355,-1079.26901164
560.912174664,13669.6365088,-6470.24235357,-973.552571263,-6337.74776172,2716.08304664,-5076.07523521,-1081.86818686,822.276175224,348.774652208,-4269.23993215,7379.34473462,good_guy_greg,4667.98686975,1371.01425988,7397.82047379,-4810.97755886,-5456.06582555,5430.33198064,-2932.98206543,1491.40202156,-772.922858083
260.993544186,11731.4128858,-6088.82246039,-1713.5444582,-3607.1681945,2350.08592464,-2200.88288248,415.171461896,-3113.40350703,-2525.96271286,-2006.2887818,7420.57474651,good_guy_greg,6292.01557413,-1992.94115504,6235.43733595,-8277.09700022,-2829.71101218,7055.49611921,-1112.01718803,1036.56095664,2138.63232411
-3922.0413449,10765.5607081,622.30323631,-2810.08309044,-3391.90310322,251.854444753,-2360.6737001,-1592.40794297,566.13145684,-4253.96598368,-8650.33662427,-4038.16434771,confession_bear,-842.409173094,-6824.04411187,912.336685474,6673.67834676,-3984.15389976,474.597545521,-2670.85935786,-5184.78746571,-343.472956919
-4787.35202245,4155.05261227,-950.076226234,-4582.12311806,-2512.66983184,-3613.32896985,-6695.06894916,-5757.07904088,-4684.34300808,-6287.89749089,4826.75474856,317.808170788,sheltered_college_freshman,-574.252861905,-3574.72654791,2133.84495926,-5881.06328881,-3289.61954811,-8616.9306251,-309.488895327,-5155.38091659,4903.61307423
-4174.44785702,8164.6125449,29535.5193939,14805.3660088,1279.97783196,-1453.95307604,-2619.67280385,5483.07378627,2344.08526449,558.21636699,1748.64535104,-1536.92872907,socially_awkward_penguin,2542.8068173,186.588271787,2575.12972686,-317.247541159,-303.448546427,519.201349446,-486.884642431,693.146673115,1785.78273845
-15228.5493983,-3371.19623685,-3884.55653747,-4484.90641536,9757.68950455,4676.52936781,4605.9354221,7478.93674197,-2942.38847948,8231.79243117,2141.00314311,-3446.09874213,college_liberal,4063.38181006,-687.889896568,2090.87665836,517.11914709,-4012.47944946,-1589.73655645,-544.932513187,-931.477306834,-74.8671883614
-2613.54529362,11857.9971578,27123.0108321,13401.6835959,2309.9886047,-1775.47339678,-1386.96427247,4167.01920254,6076.64061803,520.360365976,-880.010136848,-2500.16854224,socially_awkward_penguin,1867.40541215,1172.94240539,2576.38498066,-1808.27612815,-275.063622865,477.640925904,-2243.84996656,506.671072971,192.816459003
-3334.66196654,14315.8417145,3559.02233092,-8447.95900478,11286.1701492,-9332.20468997,3962.6924278,840.435163765,4317.93662603,-213.358640233,-3224.5030279,9619.59480372,bad_luck_brian,812.239274326,-543.588751326,-6256.2154039,116.10116339,1323.64192369,968.452791104,328.707779106,-2437.32916816,585.336747962
-173.663595599,-14905.1264693,1489.18087955,-2300.11312124,-6057.22028564,-284.82061159,-8995.19004148,2629.21780348,1168.58040722,4984.59457668,4562.40635144,3378.90602681,evil_toddler,-3807.64934145,-4885.68611668,-4580.51059863,-977.767584067,-7015.30523505,813.914552677,-1912.03398001,2899.31807841,-3980.43524524
531.526775998,12339.2184249,-6041.97297021,-1113.2562492,-4507.42927688,2265.16053041,-1934.19161263,11.3650182511,-3237.09143037,-3114.85861848,-2343.85652194,7229.64493405,good_guy_greg,6752.61356751,-1736.81137437,6081.94751183,-7917.15254477,-3252.03632315,5943.57478796,-988.364144707,1983.96780895,1916.8053075
-4546.40178269,7607.90713052,27207.0007075,11893.7245887,2309.84207081,-312.149670582,-432.344520151,5340.97846961,2827.01848282,-2549.43775029,1760.33634268,-1588.79921137,socially_awkward_penguin,464.967300257,839.973914975,1952.12746601,-673.195878351,-1249.3950314,464.085892803,215.353111198,-320.796210683,-2144.10550419
32998.3117301,-3918.86246967,-5725.26031418,6242.20373907,9617.18637372,5540.13184611,-3610.87675748,3879.76632323,-1332.14236981,-3186.14014798,3384.23229594,3775.17469973,unpopular_opinion_puffin,-3297.86282149,1913.83468433,6600.31548104,-161.354865395,2298.14534782,-2271.69245276,3966.32748341,-353.452808659,-2655.40997819
-18907.7448449,-10158.1653392,-8810.49067949,17000.0610739,2476.60336787,-3713.03286588,9772.06550499,-10089.6880582,1351.41565738,2733.15585662,-1371.37999031,1796.26482719,advice_god,-1735.95182402,-2661.52804741,719.835796135,-1090.36014697,-519.569488709,-1370.68011978,-59.3797086965,86.3669091348,2404.41290331
1012.93175247,11053.9199277,-10039.9338948,2961.87467568,-6466.54357688,-10692.7999451,7189.31133824,5687.18047966,-475.818943957,-4015.87233359,1124.14076867,219.879690833,paranoid_parrot,2811.85974959,-599.802025601,-1020.96300701,-1712.84543279,460.443783864,-1998.01735635,302.643363673,4346.35522115,361.538305708
-18011.3513203,-11357.7126313,-1281.47715329,1930.75906821,-1859.26687085,2944.53130749,-4423.17730536,1745.73292257,-1555.81196201,-4283.08136322,-2042.76662538,-4195.90013552,minor_mistake_marvin,-84.0436915213,-802.743588191,-3909.9978767,4309.36166069,-910.462509958,8224.33884072,2112.54938657,431.264747741,2975.20310638
-18757.1625394,-13544.4340704,3084.153193,-4556.00925279,-1893.21646996,2614.78245629,-3442.38630487,1951.64061856,-6860.20033182,-6939.06968365,-7391.61698596,1629.51347304,first_day_on_the_internet_kid,-1858.17729824,5083.89154237,-1585.66296502,-4827.9776921,521.618664266,-5728.04609812,-789.089737231,-1202.13393528,133.015013975
15903.4114423,1544.19502302,-13984.9596609,5478.73372096,-6065.84239502,-16121.9684294,2442.12771875,13092.5146568,1592.5038925,99.292338004,-1508.85527726,-4584.39086639,paranoid_parrot,-2429.88930043,1066.09351958,-1038.92457607,-1082.6181434,4708.73325917,-2123.94529187,672.433975897,3687.12744269,2312.62365572
-5097.58780083,7897.27392461,29669.3154317,14174.9833698,1244.05978998,-1313.43359545,-1835.19912354,5914.6685504,3702.01402252,-1198.90695569,2830.62249589,-2000.62007019,socially_awkward_penguin,1032.12236469,-189.792001347,3055.90129055,-238.297947957,-624.383412494,-1101.83382176,-113.546902907,-123.602144543,-1651.63246634
898.193110165,-13629.052317,1194.81721941,-2699.97719065,-5929.24176225,-806.447878666,-8198.49122402,1434.0299378,2185.45184733,5420.52956087,3622.43504798,3515.35704825,evil_toddler,-2852.09753927,-5194.46222643,-4080.43294824,-777.877679196,-5874.23461459,288.068274471,-875.196705831,3048.00636783,-3004.51907898
-18222.5339442,-12329.9830691,2611.33507528,-4249.49755722,-971.843426289,1791.12035056,-3106.31925427,688.684457165,-5928.36789548,-6757.40450793,-7982.19325276,454.784956525,first_day_on_the_internet_kid,-1667.41396496,6950.76703082,-1098.93660428,-4779.53531073,567.86950682,-6387.2671635,-719.160940798,16.464823814,-409.381784804
1438.08778977,16895.4444872,-7642.26947928,-1023.73116662,-6373.32297243,879.860982935,-4160.3070053,-4433.28324021,4012.38552513,1270.62790575,-5176.44195802,3853.04892337,good_guy_greg,5279.55256919,2531.0588046,8208.41266965,-2987.48782,-4254.08801413,2563.05098447,-2140.46944986,4687.06213392,-703.700643501
-2930.52043927,8344.00547732,-5938.55716987,-364.132121284,-5021.22092357,15317.8108283,4463.45958019,2886.00865165,11292.4488336,-6123.55871861,3229.9854036,1731.40970247,business_cat,3377.62705599,-339.816100109,-5797.08125206,-3716.63788335,2646.18038083,-234.390335328,-348.297234723,-1012.3294156,-1833.27700692
-17880.6083086,-11607.2686196,2291.66102933,-3743.41475435,-339.827015719,1614.91912277,-3103.47603745,1226.52857245,-6166.94658984,-6160.58851419,-7418.97579304,615.841661222,first_day_on_the_internet_kid,-1376.83391453,6550.57571604,-1951.23473066,-4892.86058767,-63.7071968494,-5850.96485405,-1075.72343208,-827.408465258,1132.93245217
-4510.86136022,7852.59793941,2018.08416352,-2744.54379665,-4947.26722734,-506.023036496,-1005.1447775,-1887.87783394,-1700.38198189,-4132.21610286,-6964.9182015,-6044.31464576,confession_bear,425.087489257,-8364.62200409,903.825833965,4988.07262138,-794.304003863,-2198.10426601,535.75128376,-1216.40544926,2220.12145813
-2463.63748771,14454.6925743,4598.11252813,-9508.10926368,9831.03272886,-9271.29612276,5533.5252042,-1097.27034651,5977.92640127,2312.52867316,-4771.3741872,7687.26457623,bad_luck_brian,300.493026621,1239.33515293,-4409.85029063,299.283710473,1907.60991271,-1434.33814046,1978.16103523,712.858931915,329.025537366
27564.9860288,-4595.90719224,-5534.53317355,6624.52733164,10304.6676812,8673.83337736,-7991.59382784,5034.56920094,-6790.82378638,-5099.94684504,846.484792724,7409.84933781,unpopular_opinion_puffin,-9416.87883404,-1093.40181358,5969.93752101,7824.60139246,2317.783958,-2048.01279216,3478.72601559,2737.40638037,-201.102508037
-18094.3666103,-12483.0419755,2722.20231367,-4324.59941903,-859.00247723,1236.48014568,-2720.52213674,1067.6844301,-5587.5751818,-6615.10547383,-7585.16390925,583.608158605,first_day_on_the_internet_kid,-1317.93610594,8035.55362539,-2236.4277303,-4924.1339604,-1064.95737678,-5778.30114951,-2328.50985278,-745.050686611,-513.680810663
21211.7580858,-18442.3986362,10087.4653055,-13499.0469921,-7166.14817052,-495.77927601,15650.3600057,-2035.01950103,3430.54454232,-5290.08879483,2132.97769512,-439.498399007,sudden_clarity_clarence,1325.98987076,-1853.62702582,7415.18065063,2476.5590777,-696.920083953,-1682.21711336,3623.34281569,1154.25100887,62.209684608
6219.41935535,20970.6799362,3046.20894527,1471.26031993,-6293.55567087,-1581.30274632,3870.64836655,-8312.20873942,-8249.31168787,3443.27372372,5114.81163238,-5343.46350094,high_expectations_asian_father,-4528.65655839,7312.50421454,-2369.71486606,1120.55383192,-2555.82825413,-1145.07256279,4659.01850163,297.370129084,2259.09473549
-3647.85620557,11227.1198817,-2522.94504764,-1.52365527637,-3156.5147814,1160.39898145,-3677.80596434,-1689.42258599,1515.55510229,-3953.11957632,-5951.3803402,-5180.5937093,confession_bear,-455.913705857,-3384.71006548,4140.26782165,6751.91144555,-1513.46467647,103.315914627,-91.8739205874,976.18977835,2340.65278436
-10976.3318172,1747.26711842,-3264.08223071,-8977.17997971,9313.05728229,-8696.47419904,-7088.75435979,-7125.73274105,3458.59727196,-5704.35354479,8874.27268543,-5706.60992662,sheltered_college_freshman,-1965.29637506,-1329.42795831,3409.45312499,-935.440255583,1392.98932684,111.806104881,1305.71072747,843.250568599,-46.1288568288
-5995.78892314,8848.69043438,879.382641766,-3693.38148758,-2647.63565948,241.999238835,-5088.11607865,-1453.03129928,766.327056467,711.184118718,-10120.5071799,-4884.69533801,confession_bear,-4165.9729537,-3443.78897253,-281.021979367,8415.00587236,-429.063884472,-1696.73636502,-3261.87521909,1367.76104231,488.212254256
10742.9789636,-16772.4934085,4947.1555799,-3397.35784648,-6524.36321958,-532.493740486,-8595.70036603,-1811.2270476,1974.4827121,13725.1289435,-3324.78145725,-340.539670361,lazy_college_senior,-1352.40134541,-4819.70985828,-2741.64401846,-1266.17859886,-1278.99015022,-2795.98005723,2488.04021494,-8179.50804612,-2598.88224634
1230.70251926,15923.6080407,3550.85729897,-1192.19269233,-3968.40393859,2229.99132541,-638.952806744,-5575.92327988,-7431.9739693,6914.64573779,1623.59075852,-2583.42905354,high_expectations_asian_father,-9263.2477331,7706.51074032,-2236.83622976,5267.42767154,37.2311846538,-2701.90172161,4015.5941384,5481.45657869,-2061.86757417
30505.8243736,-2962.80537308,-5152.86842843,4915.01679719,9343.40292037,6562.80397466,-3932.35455197,3356.03662384,-4322.37100773,-1193.04175406,681.370417487,5276.43834593,unpopular_opinion_puffin,-3838.75272842,-2425.28940792,5511.57099116,787.252663975,5914.2121105,-1420.01501699,3673.41625266,-373.65271802,8932.7384936
16145.8947714,456.493531531,-14619.3772164,6521.36556075,-5966.75923489,-16547.5249354,3534.77437449,17110.4444774,-645.496445113,-2715.04253048,75.3571195635,-4072.64882713,paranoid_parrot,-1355.1549394,-466.851139237,-1504.43531005,-4579.72992415,2829.47005652,1605.57582185,-739.058214704,-2741.0743749,2248.50883527
10672.6254173,18080.9954902,7079.50806638,-2035.53680951,-4485.19731154,-3071.27534841,-718.310435504,-4632.05847706,1605.60697426,5377.42491871,3867.31312852,1776.69944133,bad_luck_brian,1935.68697293,3404.50648074,-764.344727498,-5727.12682389,-5355.42331146,955.849527295,-681.405603372,-1288.14535937,2801.56528863
-18739.3929487,-9112.82922513,-9383.98825768,18978.8034981,2508.16296124,-3176.65350042,10834.6700653,-10634.0332566,3549.7319204,2770.90354455,-2300.1975307,1505.02540633,advice_god,-2908.06944066,395.922315661,2468.69890866,5.25154218419,-866.887190981,-174.793339546,-1852.50762877,-353.528876666,-468.311559753
-3365.5536106,13182.7618939,3161.32370142,-8703.86291935,12661.2909957,-6743.5956621,4070.89525461,1393.7512432,3748.67764087,-2820.45387201,-4155.08034581,9999.94437066,bad_luck_brian,314.700854092,79.1894141552,-5337.79885466,345.961375018,1282.75966837,1367.99781121,2716.85297069,-2125.65653799,-2882.40707813
-18255.3781763,-11238.5029549,-596.207129314,-1495.2376688,34.4198110267,3053.47227555,-2115.7708561,3896.96632942,-1797.74632487,-550.32105293,1193.7585349,-1915.5192943,minor_mistake_marvin,-2112.98925196,-311.608883987,-4400.38585353,2763.67313564,1550.22353317,8110.58943416,5914.68619797,2083.4639231,-1495.66516217
-12260.2702107,-35.3062215352,-2518.38096054,-8961.60260339,8705.45969506,-6978.0758135,-7259.12137318,-4974.01028179,1307.94571936,-4994.55901732,9483.37691396,-1357.07983895,sheltered_college_freshman,-3147.44674485,-1697.32008494,3026.86962791,-706.467511907,388.158641033,3536.69843727,-2302.48732441,-4827.63530943,433.004125315
-18783.1061752,-12616.8477064,456.20834792,-1606.7909545,-459.847536744,3683.02865994,-2326.02152507,4755.11936698,-3147.34253392,-1537.56517688,2272.58049476,853.96247595,minor_mistake_marvin,-2930.60694506,-1275.40259686,-5456.30896395,2329.11716263,11.7954006786,6361.39667877,5530.0550505,735.026147421,-2911.1323974
-2190.96179574,15275.7289113,4493.38777844,-9247.43273296,9083.50654382,-8195.58595983,3442.92868954,-929.72102661,6515.00908809,3922.9987732,-5267.46675218,7542.17469981,bad_luck_brian,-1335.88226283,1848.80705088,-4708.17574607,1902.55774494,383.035981573,-507.437546754,885.742497695,223.086660379,1026.23058649
15821.4308068,-12815.4119635,5597.24637632,-5942.98295948,-8033.80054824,-3473.96884347,-7387.32671138,-6833.26091144,6234.10656327,15026.7563376,-7423.65297119,817.888399758,lazy_college_senior,2418.49629576,-3736.68098849,701.380384273,-1988.70697071,5994.97827318,-4123.35006254,6560.55269545,-6789.93352063,-1354.19964385
-4171.34152741,8193.49938589,27739.3394196,13254.6315813,1685.67648558,-652.364071854,-1760.88428903,4998.12803067,2314.23479802,-305.240229299,713.177236406,-1951.39865495,socially_awkward_penguin,1567.41402909,-1773.63613475,1448.43298183,-2973.95652412,351.377482993,212.571552556,3.5688898149,-500.048210675,1746.20297172
210.131528095,12507.2583329,-6016.45507943,-987.445993969,-4350.87067001,2117.01192803,-3172.21167004,-565.994550636,-2342.40367961,-358.925292349,-2779.34361245,4909.74465742,good_guy_greg,5339.05531903,-2444.61436945,7443.10806711,-5996.93401005,-1226.14963171,1876.49036593,2679.74381807,5285.62084554,2525.84346179
7830.50697281,20722.0015972,2727.59101182,1307.16698036,-7146.96968725,893.464586845,4113.71846337,-7813.93694065,-7167.82641433,3368.77441715,4674.86879155,-4693.99002359,high_expectations_asian_father,-4997.62176874,9968.81065517,-426.091300217,470.72977682,-5381.97611311,-333.446665123,7313.8983916,254.485121968,-2686.48326357
-9151.92013896,-2317.60014814,-3006.28434346,2786.22607653,-8554.58591039,-4188.57680715,-7534.46049214,-4159.5623979,-2826.88115325,-362.601443911,6683.20608235,4261.21957137,religion_pigeon,14701.7345477,5380.15207141,502.690683617,9844.51272036,2259.78647517,-3778.65297162,-839.093904973,-1410.28602989,100.418442471
-10444.9954633,-4123.11060812,-4243.52409091,-4002.76048696,637.479434141,-3432.82741211,-1685.85198896,-63.1628504545,4407.65818695,8794.15155932,-2234.55738245,-4061.55041173,overly_attached_girlfriend,865.732290789,8738.30109682,7281.07946476,-677.308226487,10859.9131536,6146.36729961,645.873155613,2290.07644461,-1380.26455816
-14197.2468831,-3574.56094765,-2109.48098662,1727.53901542,-1124.49725535,1661.05351803,-887.432425166,1492.73384657,4318.28404957,-241.319193614,2017.42912421,1579.72630002,overly_attached_girlfriend,1101.06096039,1082.56514898,659.377002602,1722.3613872,2701.08044258,6932.77420077,5393.13202471,4932.65786287,-159.167451871
-18446.1021045,-13127.9831631,2889.8493089,-4474.74964672,-1654.14251048,2030.39467167,-2996.91150306,1198.94080403,-6000.5894226,-7015.70018472,-7627.38998809,327.468235753,first_day_on_the_internet_kid,-1088.46415622,5600.08445981,-1157.89924837,-5424.14671598,595.134413444,-6521.83032598,106.443872413,37.0434547749,-451.837566097
32244.5936799,-4672.79354053,-1454.3126005,3593.25403987,6314.52260366,121.551719938,-1549.66228574,-5541.57403677,-2050.55241666,-1939.27079541,-1832.18614498,-6449.26704645,bad_joke_eel,6112.31258597,-2829.57197168,-4085.26827844,-694.177190837,2396.38168841,-2353.63477742,1528.69706757,5344.46372045,599.029923743
-3993.75492033,7880.34522194,-7382.31739605,340.787134329,-6097.86890382,16330.5144717,30.5644498673,1810.8538142,13716.4768902,-6956.73475535,6329.60557096,-337.277938491,business_cat,-1214.86378104,1454.74107109,-5724.8700765,-176.082683184,-1761.16700461,-2232.14194322,-792.961247013,-3535.12001759,-772.484428512
